"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,17,6,15,20,5,7,9
"2",24,12,25,23,12,4,17,12
"3",12,10,4,16,3,22,1,13
"4",21,25,5,9,16,12,24,16
"5",25,13,13,1,19,14,2,18
"6",5,20,8,4,13,25,10,20
"7",19,1,9,7,23,21,13,11
"8",16,4,10,24,14,8,4,22
"9",3,14,11,12,7,20,25,2
"10",20,8,15,6,2,6,9,7
"11",17,15,1,11,6,3,14,24
"12",10,5,3,2,11,11,16,3
"13",22,6,18,14,9,24,20,21
"14",6,7,24,10,15,18,5,5
"15",11,24,16,25,17,23,15,8
"16",2,2,21,20,5,13,11,17
"17",7,22,12,19,1,9,18,19
"18",13,3,14,17,18,1,23,6
"19",23,19,7,21,8,15,6,4
"20",9,23,19,8,10,2,3,14
"21",14,16,23,18,21,19,8,25
"22",15,18,22,3,4,17,22,10
"23",8,9,2,22,24,16,21,15
"24",4,11,17,5,22,7,19,23
"25",18,21,20,13,25,10,12,1
