"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",28,7,4,22,16,28,9,17,13,29,8
"2",19,16,1,2,4,25,19,22,16,1,19
"3",4,5,16,20,14,3,16,25,27,3,6
"4",22,23,9,6,21,23,13,6,2,21,25
"5",26,28,13,11,28,6,18,28,14,26,18
"6",11,29,5,17,15,14,7,3,20,4,29
"7",8,1,2,12,25,5,12,15,8,14,27
"8",16,25,24,13,10,26,15,2,30,25,10
"9",14,10,25,29,19,1,24,1,15,20,20
"10",5,27,26,4,22,12,21,19,12,6,11
"11",9,6,12,9,7,21,26,4,10,9,5
"12",6,11,27,15,2,24,6,27,11,19,24
"13",21,4,28,16,26,27,29,12,19,5,15
"14",27,21,29,10,8,4,8,14,25,8,21
"15",2,26,17,26,12,29,22,11,5,13,22
"16",23,30,21,30,5,17,11,21,18,16,1
"17",30,18,23,19,17,19,25,26,7,11,30
"18",18,24,10,14,1,2,30,16,6,18,7
"19",29,12,6,5,18,11,23,10,28,15,2
"20",25,2,14,23,3,15,20,8,22,24,26
"21",20,3,22,3,13,13,3,23,4,23,12
"22",10,15,30,21,30,16,17,13,3,28,3
"23",24,17,18,24,24,8,5,5,9,2,9
"24",3,19,8,18,6,7,1,9,17,27,14
"25",1,8,20,1,27,18,10,7,23,17,17
"26",17,13,11,27,29,22,2,18,29,10,23
"27",15,9,7,28,9,10,14,30,1,7,16
"28",13,20,15,8,20,30,4,29,21,12,4
"29",12,14,19,7,11,9,28,20,26,30,28
"30",7,22,3,25,23,20,27,24,24,22,13
