"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",27,10,28,10,17,16,18,9,2,20,26
"2",22,25,18,28,11,20,23,22,5,11,17
"3",11,21,27,25,1,18,7,11,16,4,11
"4",9,1,11,15,28,19,21,18,6,28,12
"5",14,28,8,1,16,28,19,27,13,14,6
"6",28,18,1,16,8,1,20,6,17,17,13
"7",8,17,3,18,13,26,10,16,1,3,24
"8",2,12,14,3,2,6,24,12,7,10,20
"9",15,3,17,22,5,27,16,7,27,13,25
"10",18,16,20,6,7,24,2,2,8,25,14
"11",25,26,7,12,4,15,4,19,24,9,21
"12",12,20,6,23,20,13,27,3,10,23,22
"13",1,14,2,5,19,17,5,15,28,19,9
"14",21,8,10,26,26,5,3,14,14,15,27
"15",24,19,24,4,27,10,15,20,9,5,10
"16",19,6,4,7,24,23,26,10,20,7,16
"17",26,13,15,24,22,25,8,23,19,24,5
"18",10,24,16,11,23,3,6,8,3,12,4
"19",23,2,13,9,10,14,11,4,12,2,1
"20",6,11,9,27,15,9,17,1,23,6,7
"21",20,23,22,19,14,8,25,13,25,26,3
"22",16,15,19,14,21,4,22,26,26,1,23
"23",13,4,26,2,12,2,9,17,22,22,18
"24",5,22,12,8,9,11,14,24,18,27,28
"25",7,9,25,13,6,22,28,21,15,16,2
"26",17,7,5,21,3,7,13,25,4,21,8
"27",3,27,23,17,25,21,12,5,21,18,19
"28",4,5,21,20,18,12,1,28,11,8,15
