"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,1,1,3,2,2,3,2,1,1,3,3
"2",3,3,3,1,2,1,3,2,2,3,1,2
"3",2,2,3,3,2,3,1,1,1,2,1,1
"4",2,1,3,2,1,1,2,3,3,2,3,1
"5",1,1,2,1,1,2,2,1,3,1,1,2
"6",1,2,1,1,2,2,1,3,2,3,3,1
"7",3,2,1,2,1,1,2,1,1,3,2,3
"8",2,3,1,2,3,2,1,3,3,2,1,3
"9",1,2,3,3,3,3,2,2,3,3,2,3
"10",1,3,2,2,3,1,3,1,2,1,2,1
"11",3,3,2,3,1,3,1,2,2,1,3,2
"12",3,1,2,1,3,3,3,3,1,2,2,2
